Timestamp,User ID,voteLog,Thermal Acceptance,Thermal Preference,Air Movement Preference,Demographics,Mode,Survey Type,StartDate,Condition,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Thermal Sensation,Thermal Acceptabil,Thermal Preference,Space Preference_1,Reason for Rating,Air Freshness,Airflow Sensation,Airflow Preference,Air Humidity Sensati,Air Humidity Prefere,Indoor Air Quality,Indoor Air Quality.1,Indoor Air Quality_10_TEXT,Acoustics_1,Acoustics_2,Acoustics_3,Visual,Visual.1,BCA Test Site_AirReadings_Off Coil Temp,BCA Test Site_AirReadings_Outdoor Air RH,BCA Test Site_AirReadings_Outdoor Air Temp,BCA Test Site_AirReadings_Return Air CO2,BCA Test Site_AirReadings_Return Air RH,BCA Test Site_AirReadings_Return Air Temp,BCA Test Site_AirReadings_Supply Air CO2,BCA Test Site_AirReadings_Supply Air RH,BCA Test Site_AirReadings_Supply Air Temp,BCA Test Site_BTUReadings_BTU Cooling Load W,BCA Test Site_MainLinePowerMeter_Power W,BCA Test Site_PowerMeterReadings_AHU_Power W,BCA Test Site_PowerMeterReadings_Fan_Power W,BCA Test Site_VAVFeedback_VAV-01_Airflow Final,BCA Test Site_VAVFeedback_VAV-01_Temp,BCA Test Site_VAVFeedback_VAV-02_Airflow Final,BCA Test Site_VAVFeedback_VAV-02_Temp,BCA Test Site_VAVFeedback_VAV-03_Airflow Final,BCA Test Site_VAVFeedback_VAV-03_Temp,BCA Test Site_VAVFeedback_VAV-04_Airflow Final,BCA Test Site_VAVFeedback_VAV-04_Temp,UFL.AWAIR 33482 CO2,UFL.AWAIR 33482 HUMIDITY,UFL.AWAIR 33482 LUX,UFL.AWAIR 33482 PM10,UFL.AWAIR 33482 PM2.5,UFL.AWAIR 33482 SCORE,UFL.AWAIR 33482 SOUND,UFL.AWAIR 33482 TEMP,UFL.AWAIR 33482 VOC,UFL.AWAIR 33869 CO2,UFL.AWAIR 33869 HUMIDITY,UFL.AWAIR 33869 LUX,UFL.AWAIR 33869 PM10,UFL.AWAIR 33869 PM2.5,UFL.AWAIR 33869 SCORE,UFL.AWAIR 33869 SOUND,UFL.AWAIR 33869 TEMP,UFL.AWAIR 33869 VOC,UFL.Purple Air Outdoor 145432 Humidity,UFL.Purple Air Outdoor 145432 PM1,UFL.Purple Air Outdoor 145432 PM10,UFL.Purple Air Outdoor 145432 PM2.5,UFL.Purple Air Outdoor 145432 Pressure,UFL.Purple Air Outdoor 145432 Temperature,PPM55 Temperature,PPM55 Relative Humidity,PPM55 CO,PPM55 CO2,PPM55 TVOC,PPM55 Test Number,PPM55 Air Velocity,PPM54 Temperature,PPM54 Relative Humidity,PPM54 CO,PPM54 CO2,PPM54 TVOC,PPM54 Test Number,PPM54 Air Velocity,Testo400 Globe Temerature,Testo400 Temperature,Testo400 Air Velocity,Testo440 Globe Temerature
6/20/22 9:18,nen12,28,Acceptable,No change,More,2,2,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2809181,88.0765457,27.22057,728.0072,64.79894,26.6404762,495.97583,74.2279,20.2698555,5424.59,624.272156,138.003128,10,662.485657,25.80008,231.958664,26.3051186,0,27.6000156,303.539642,26.4200153,706.7805,75.58631,366.01,3.2296,2,77.28994,50.97751,25.6086483,20,659.8401,75.5244141,147.206512,3.2296,2,78.28998,52.14851,25.49827,20,73,7.1,11,10.5,1010.6,83,27.3,70,0.117,757,0.235,1,0.075,26.8,70.6,0.196,705,0.362,1,0.186,27,27.3,0.08,27.3
6/20/22 9:19,nen14,31,Acceptable,Cooler,More,4,2,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2951851,88.1137848,27.2264576,727.788,64.5169,26.5939331,494.2043,74.60585,20.2405262,5492.244,625.2308,138.271439,10,663.8047,25.7699661,230.710876,26.2899,0,27.56504,304.3155,26.41,703.180054,75.4803,365.81,3.2296,2,77.48994,50.9275,25.5555038,20,659.040039,75.3964,147.1765,3.2296,2,78.49,52.0785027,25.4395981,20,73,7.1,11,10.5,1010.6,83,27.2,69.6,0.125,714,0.236,1,0.134,26.7,70.7,0.255,710,0.364,1,0.22,27,27.2,0.17,27.3
6/20/22 9:27,,,,,,1,2,Online,6/20/22 9:25,AC,IP Address,101.127.216.114,100,112,TRUE,6/20/22 9:27,R_3r1YbK401bQfWMw,,,,,1.3656,103.761,anonymous,EN,Neutral,Just Unacceptable,Cooler,3,No air circulation ,Neutral,Too Still,More,Just Right,No Change,Not At All,None,,Not At All,Not At All,Not At All,Somewhat Satisfied,Satisfied,18.848238,87.81471,27.0124187,716.0875,63.8224144,26.1355972,492.770752,74.76385,19.8692646,6035.10352,634.2938,149.8282,10,226.687042,25.6050072,732.155334,25.2049961,0,27.36001,316.91864,26.35001,699.5736,73.59942,371.007843,3.32055259,2.08986521,79,51.1168251,25.4272671,20,649.0114,70.67574,149.33371,3.2296,2,76.17974,52.31683,26.19606,20,73,7.1,11,10.5,1010.6,83,26.7,69.1,0.091,728,0.237,1,0.109,26.5,69.3,0.193,678,0.347,1,0.171,26.8,26.9,0.04,27.1
6/20/22 9:27,,,,,,2,2,Online,6/20/22 9:25,AC,IP Address,119.56.98.111,100,85,TRUE,6/20/22 9:27,R_bkdeClpDWB2ZC1j,,,,,1.3691,103.8863,anonymous,EN,Cool,Just Unacceptable,Warmer,2,a bit too cold,Somewhat Dissatisfied,Slightly Breezy,Less,Just Right,No Change,Slightly,Hoarse/dry throat,,Slightly,Slightly,Not At All,Somewhat Satisfied,Somewhat Satisfied,18.848238,87.81471,27.0124187,716.0875,63.8224144,26.1355972,492.770752,74.76385,19.8692646,6035.10352,634.2938,149.8282,10,226.687042,25.6050072,732.155334,25.2049961,0,27.36001,316.91864,26.35001,699.5736,73.59942,371.007843,3.32055259,2.08986521,79,51.1168251,25.4272671,20,649.0114,70.67574,149.33371,3.2296,2,76.17974,52.31683,26.19606,20,73,7.1,11,10.5,1010.6,83,26.7,69.1,0.091,728,0.237,1,0.109,26.5,69.3,0.193,678,0.347,1,0.171,26.8,26.9,0.04,27.1
6/20/22 9:27,,,,,,5,2,Online,6/20/22 9:25,AC,IP Address,101.127.216.114,100,103,TRUE,6/20/22 9:27,R_1pWOaIFhzPz3GvC,,,,,1.3656,103.761,anonymous,EN,Warm,Just Unacceptable,Cooler,10,Too warm,Dissatisfied,Much Too Still,More,Too Humid,Less Humid,Not At All,Dry skin,,Not At All,Not At All,Not At All,Satisfied,Dissatisfied,18.848238,87.81471,27.0124187,716.0875,63.8224144,26.1355972,492.770752,74.76385,19.8692646,6035.10352,634.2938,149.8282,10,226.687042,25.6050072,732.155334,25.2049961,0,27.36001,316.91864,26.35001,699.5736,73.59942,371.007843,3.32055259,2.08986521,79,51.1168251,25.4272671,20,649.0114,70.67574,149.33371,3.2296,2,76.17974,52.31683,26.19606,20,73,7.1,11,10.5,1010.6,83,26.7,69.1,0.091,728,0.237,1,0.109,26.5,69.3,0.193,678,0.347,1,0.171,26.8,26.9,0.04,27.1
6/20/22 9:27,,,,,,6,2,Online,6/20/22 9:25,AC,IP Address,101.127.216.114,100,124,TRUE,6/20/22 9:27,R_1g2vWZOY6vB0gN8,,,,,1.3656,103.761,anonymous,EN,Neutral,Just Acceptable,Cooler,5,"It will be better if there’s more ventilation, feeling slightly stuffy.",Neutral,Slightly Still,More,Slightly Dry,No Change,Moderately,None,,Not At All,Not At All,Not At All,Neutral,Neutral,18.848238,87.81471,27.0124187,716.0875,63.8224144,26.1355972,492.770752,74.76385,19.8692646,6035.10352,634.2938,149.8282,10,226.687042,25.6050072,732.155334,25.2049961,0,27.36001,316.91864,26.35001,699.5736,73.59942,371.007843,3.32055259,2.08986521,79,51.1168251,25.4272671,20,649.0114,70.67574,149.33371,3.2296,2,76.17974,52.31683,26.19606,20,73,7.1,11,10.5,1010.6,83,26.7,69.1,0.091,728,0.237,1,0.109,26.5,69.3,0.193,678,0.347,1,0.171,26.8,26.9,0.04,27.1
6/20/22 9:29,,,,,,4,2,Online,6/20/22 9:15,AC,IP Address,119.56.16.149,100,840,TRUE,6/20/22 9:29,R_eDp7OLFQOaYgtr3,,,,,1.311,103.85,anonymous,EN,Neutral,Just Acceptable,Cooler,5,The overall temperature is still acceptable but the air movement could be better especially when we are masked on.,Neutral,Slightly Still,More,Just Right,No Change,Not At All,None,,Not At All,Not At All,Not At All,Somewhat Satisfied,Somewhat Satisfied,18.84792,87.77625,26.99662,704.5872,63.6399345,25.99439,485.8054,74.9537048,19.81142,6254.726,649.610535,183.472855,10,205.3989,25.7097473,622.1089,25.110014,270.9748,27.28003,348.677032,26.3350067,688.781,73.4634247,371.487518,3.72511625,2.489592,79,51.63647,25.4299335,20,644.614441,70.74574,150.153381,3.2296,2,76.9791946,52.8364754,26.13406,20,73,7.1,11,10.5,1010.6,83,26.6,69.3,0.147,732,0.235,1,0.146,26.5,68.7,0.218,661,0.342,1,0.221,26.7,26.8,0.1,27
6/20/22 9:35,,,,,,3,2,Online,6/20/22 9:31,AC,IP Address,101.127.216.114,100,189,TRUE,6/20/22 9:35,R_3KrmHGbhMJjLSgW,,,,,1.3656,103.761,anonymous,EN,Cool,Just Acceptable,Warmer,5,Slightly breezy,Neutral,Slightly Still,More,Just Right,No Change,Not At All,None,,Not At All,Not At All,Not At All,Very Satisfied,Somewhat Satisfied,19.3026047,87.2570648,27.1112518,666.359863,64.08275,25.622982,455.460449,77.28756,20.2717953,7584.745,785.7486,318.126129,10,584.419434,24.99003,620.1322,25.0201511,274.7986,27.0850754,390.665436,26.324955,659.826355,73.05542,374.100159,3.54364228,2.31028771,79,51.74843,25.437933,20,616.9291,70.95574,152.096634,3.92766237,2.68971658,78,53.3620567,25.948061,20,73,7.1,11,10.5,1010.6,83,26,71.2,0.095,659,0.234,1,0.041,26,70.2,0.262,628,0.341,1,0.088,26.5,26.3,0.12,26.7
6/20/22 9:37,nen11,24,Unacceptable,Cooler,More,1,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:37,nen12,29,Acceptable,Warmer,No change,2,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:37,nen13,6,Acceptable,No change,More,3,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:37,nen14,32,Acceptable,No change,No change,4,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:37,nen15,19,Unacceptable,Cooler,More,5,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:37,nen16,25,Acceptable,Cooler,More,6,1,Watch 1,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2707367,87.171524,27.0724926,631.9511,64.81431,25.4247055,449.921051,76.91543,20.2681389,7672.4707,779.860168,342.964661,10,590.8175,24.9050331,644.285,24.91004,284.915924,26.9650326,379.309448,26.3499985,650.032654,73.009346,374.721252,3.2296,2,79.08991,51.42832,25.4206715,20,604.3922,71.12421,152.374115,4.15068865,2.91007638,78.35968,53.201088,25.8244667,20,73,7.1,11,10.5,1010.6,83,25.9,71.5,0.14,653,0.233,1,0.116,25.9,71.1,0.217,620,0.34,1,0.103,26.3,26.2,0.08,26.7
6/20/22 9:45,nen11,25,Acceptable,Cooler,More,1,1,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0168266,87.45953,27.1104774,667.552368,62.5832253,25.4579582,505.312439,74.73873,18.9225731,6409.51,708.1941,238.378281,10,611.021545,24.985014,644.808044,25.0500164,0,26.79,729.1064,26.32,631.034058,72.03765,374.45163,3.2296,2,80.6897,51.5965157,25.0767422,20,587.654846,70.08697,151.031036,3.2296,2,81.31037,52.7517052,25.4048157,20,73,7.1,11,10.5,1010.6,83,26.1,68.1,0.057,691,0.234,1,0.149,26.1,67.4,0.252,664,0.329,1,0.211,26.2,26,0.07,26.6
6/20/22 9:45,nen12,30,Acceptable,No change,No change,2,1,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0168266,87.45953,27.1104774,667.552368,62.5832253,25.4579582,505.312439,74.73873,18.9225731,6409.51,708.1941,238.378281,10,611.021545,24.985014,644.808044,25.0500164,0,26.79,729.1064,26.32,631.034058,72.03765,374.45163,3.2296,2,80.6897,51.5965157,25.0767422,20,587.654846,70.08697,151.031036,3.2296,2,81.31037,52.7517052,25.4048157,20,73,7.1,11,10.5,1010.6,83,26.1,68.1,0.057,691,0.234,1,0.149,26.1,67.4,0.252,664,0.329,1,0.211,26.2,26,0.07,26.6
6/20/22 9:45,nen13,7,Acceptable,Cooler,More,3,1,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0168266,87.45953,27.1104774,667.552368,62.5832253,25.4579582,505.312439,74.73873,18.9225731,6409.51,708.1941,238.378281,10,611.021545,24.985014,644.808044,25.0500164,0,26.79,729.1064,26.32,631.034058,72.03765,374.45163,3.2296,2,80.6897,51.5965157,25.0767422,20,587.654846,70.08697,151.031036,3.2296,2,81.31037,52.7517052,25.4048157,20,73,7.1,11,10.5,1010.6,83,26.1,68.1,0.057,691,0.234,1,0.149,26.1,67.4,0.252,664,0.329,1,0.211,26.2,26,0.07,26.6
6/20/22 9:46,nen14,33,Acceptable,No change,No change,4,1,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2232666,87.27234,27.123745,666.730164,62.13024,25.42637,509.877,76.35586,19.1304855,6827.83252,741.840759,272.3732,10,632.0153,24.8400173,709.946533,24.9150085,0,26.760006,774.2373,26.3349934,634.232849,71.5818253,375.191345,3.2296,2,80.88967,51.85642,25.03375,20,590.4538,69.45121,151.011047,3.2296,2,81.11044,52.911644,25.5047779,20,73,7.1,11,10.5,1010.6,83,26.1,68,0.077,680,0.234,1,0.29,26,67.8,0.13,658,0.325,1,0.098,26.2,26.1,0.1,26.6
6/20/22 9:46,nen16,26,Acceptable,Cooler,More,6,1,Watch 2,,AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2232666,87.27234,27.123745,666.730164,62.13024,25.42637,509.877,76.35586,19.1304855,6827.83252,741.840759,272.3732,10,632.0153,24.8400173,709.946533,24.9150085,0,26.760006,774.2373,26.3349934,634.232849,71.5818253,375.191345,3.2296,2,80.88967,51.85642,25.03375,20,590.4538,69.45121,151.011047,3.2296,2,81.11044,52.911644,25.5047779,20,73,7.1,11,10.5,1010.6,83,26.1,68,0.077,680,0.234,1,0.29,26,67.8,0.13,658,0.325,1,0.098,26.2,26.1,0.1,26.6
